iter	Passed	Remaining
1902	1711	87
1903	1712	86
1904	1713	85
1905	1714	84
1906	1715	83
1907	1716	82
1908	1717	81
1909	1718	80
1910	1719	80
1911	1719	79
1912	1720	78
1913	1721	77
1914	1722	76
1915	1723	75
1916	1724	74
1917	1725	73
1918	1725	72
1919	1726	71
1920	1727	71
1921	1729	70
1922	1730	69
1923	1731	68
1924	1732	67
1925	1733	66
1926	1734	65
1927	1735	64
1928	1736	63
1929	1737	63
1930	1737	62
1931	1738	61
1932	1739	60
1933	1740	59
1934	1741	58
1935	1742	57
1936	1742	56
1937	1744	55
1938	1745	54
1939	1746	54
1940	1747	53
1941	1748	52
1942	1748	51
1943	1749	50
1944	1750	49
1945	1751	48
1946	1752	47
1947	1753	46
1948	1753	45
1949	1754	44
1950	1755	44
1951	1756	43
1952	1757	42
1953	1759	41
1954	1760	40
1955	1761	39
1956	1762	38
1957	1763	37
1958	1764	36
1959	1765	36
1960	1766	35
1961	1767	34
1962	1768	33
1963	1769	32
1964	1769	31
1965	1771	30
1966	1772	29
1967	1772	28
1968	1773	27
1969	1774	27
1970	1775	26
1971	1776	25
1972	1777	24
1973	1778	23
1974	1779	22
1975	1780	21
1976	1780	20
1977	1781	19
1978	1782	18
1979	1783	18
1980	1784	17
1981	1785	16
1982	1786	15
1983	1788	14
1984	1789	13
1985	1790	12
1986	1791	11
1987	1792	10
1988	1793	9
1989	1793	9
1990	1794	8
1991	1795	7
1992	1796	6
1993	1797	5
1994	1798	4
1995	1799	3
1996	1799	2
1997	1800	1
1998	1801	0
1999	1802	0
